Continent,Country,Province-eng,Province-chi,Town-eng,Town-chi,Source
Asia,"Nederlandsch, Indies 和蘭屬",Java Island,爪哇島,Surabaya,泗水埠 又名蘇拉拜亞,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬",Java Island,爪哇島,Solo,梭羅埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬","Preanger Co., Java Island",爪哇島 勃良安府,"Tjanjor, or Tjiandoer",展肉埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬","Batavia, Java Island",爪哇島 八打維亞府,Tanah Abang,丹那望埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬",Sumatra,蘇門答臘,Asahan,亞沙漢埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬",Sumatra,蘇門答臘,Medan,棉蘭埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬",Sumatra,蘇門答臘,Padang,把東埠,"Wong, 1913"
Asia,"Nederlandsch, Indies 和蘭屬",Bali Island,麻釐島,Singaraja,新加賴埠,"Wong, 1913"
North America,United States 美國,Colorado,,Hamilton,杭面頓,"馮自由, 1939"
North America,United States 美國,Alabama,,Mobile,莫比利,"馮自由, 1939"
North America,United States 美國,Alabama,,Montgomery,孟金利,"馮自由, 1939"
North America,United States 美國,Arizona,,Clifton,企粒頓,"馮自由, 1939"
North America,United States 美國,Arizona,,Flagstaff,夫冷士塔,"馮自由, 1939"
North America,United States 美國,Arizona,,Globe,古碌,"馮自由, 1939"
North America,United States 美國,Arizona,,Phoenix,非匿,"馮自由, 1939"
North America,United States 美國,Arizona,,Prescott,巴士杰,"馮自由, 1939"
North America,United States 美國,Arizona,,Winslow,云士路,"馮自由, 1939"
North America,United States 美國,California,,Bakersfield,北加非,"馮自由, 1939"
North America,United States 美國,California,,Fresno,非士那,"馮自由, 1939"
North America,United States 美國,California,,Gilroy,吉来,"馮自由, 1939"
North America,United States 美國,California,,Guadalupe,和老比,"馮自由, 1939"
North America,United States 美國,California,,Hanford,軒佛,"馮自由, 1939"
North America,United States 美國,California,,Jackson,掌愼,"馮自由, 1939"
North America,United States 美國,California,,Lompoc,林卜,"馮自由, 1939"
North America,United States 美國,California,,Los Angeles,羅省,"馮自由, 1939"
North America,United States 美國,California,,Merced,馬些,"馮自由, 1939"
North America,United States 美國,California,,Needles,汝路士,"馮自由, 1939"
North America,United States 美國,California,,Oxnard,惡市拿,"馮自由, 1939"
North America,United States 美國,California,,Riverside,粒巴洗,"馮自由, 1939"
North America,United States 美國,California,,San Bernardino,山班典那,"馮自由, 1939"
North America,United States 美國,California,,San Diego,山爹姑,"馮自由, 1939"
North America,United States 美國,California,,San Jose,山多些,"馮自由, 1939"
North America,United States 美國,California,,San Luis Obispo,山壘比市陟,"馮自由, 1939"
North America,United States 美國,California,,San Mateo,山多酒,"馮自由, 1939"
North America,United States 美國,California,,Santa Barbara,山打巴罅,"馮自由, 1939"
North America,United States 美國,California,,Santa Cruz,山古羅司,"馮自由, 1939"
North America,United States 美國,California,,Tulare,都那利,"馮自由, 1939"
North America,United States 美國,California,,Watsonville,屈臣委利,"馮自由, 1939"
North America,United States 美國,Colorado,,Denver,典化,"馮自由, 1939"
North America,United States 美國,Connecticut,,Hartford,哈佛,"馮自由, 1939"
North America,United States 美國,District of Columbia,,Washington,華盛頓,"馮自由, 1939"
North America,United States 美國,Florida,,Jacksonville,昃臣委,"馮自由, 1939"
North America,United States 美國,Georgia,,Savannah,士灣拿,"馮自由, 1939"
North America,United States 美國,Idaho,,Nampa,南巴,"馮自由, 1939"
North America,United States 美國,Illinois,,Chicago,芝加古,"馮自由, 1939"
North America,United States 美國,Indiana,,Indianapolis,茵陳答步士,"馮自由, 1939"
North America,United States 美國,Louisiana,,New Orleans,纽柯連,"馮自由, 1939"
North America,United States 美國,Maryland,,Baltimore,波地麼,"馮自由, 1939"
North America,United States 美國,Massachusetts,,Boston,波士頓,"馮自由, 1939"
North America,United States 美國,Massachusetts,,Springfield,士丙非,"馮自由, 1939"
North America,United States 美國,Michigan,,Detroit,地彩,"馮自由, 1939"
North America,United States 美國,Minnesota,,St. Paul,勝普,"馮自由, 1939"
North America,United States 美國,South Carolina,,Columbia,哥林比亞,"馮自由, 1939"
North America,United States 美國,Missouri,,Kansas City,懇士斯地,"馮自由, 1939"
North America,United States 美國,Missouri,,St. Louis,聖壘,"馮自由, 1939"
North America,United States 美國,Montana,,Butte,貓失地,"馮自由, 1939"
North America,United States 美國,Montana,,Helena,氣連打,"馮自由, 1939"
North America,United States 美國,Nebraska,,Omaha,柯未賀,"馮自由, 1939"
North America,United States 美國,Nevada,,Reno,李糯,"馮自由, 1939"
North America,United States 美國,Nevada,,Winnemucca,委林墨,"馮自由, 1939"
North America,United States 美國,New Mexico,,Silver City,水路花斯地,"馮自由, 1939"
North America,United States 美國,New York,,Buffalo,保夫盧,"馮自由, 1939"
North America,United States 美國,Ohio,,Cincinnati,先行拿打,"馮自由, 1939"
North America,United States 美國,Oklahoma,,Oklahoma,篤统亞麻,"馮自由, 1939"
North America,United States 美國,Oregon,,Huntington,杭定頓,"馮自由, 1939"
North America,United States 美國,South Dakota,,Deadwood,積活,"馮自由, 1939"
North America,United States 美國,Texas,,Fort Worth,火活,"馮自由, 1939"
North America,United States 美國,Texas,,San Antonio,山多寸,"馮自由, 1939"
North America,United States 美國,Utah,,Ogden,惡頓,"馮自由, 1939"
North America,United States 美國,Oregon,,Baker City,迫加斯地,"馮自由, 1939"
North America,United States 美國,Wyoming,,Rock Springs,洛士丙令,"馮自由, 1939"
North America,United States 美國,Idaho,,Pocatello,爹罅,"馮自由, 1939"
North America,United States 美國,Nevada,,Carson City,卡愼,"馮自由, 1939"
North America,United States 美國,Texas,,El Paso,巴梳?,"馮自由, 1939"
North America,United States 美國,Georgia,,Atlanta,亞連打,"馮自由, 1939"
North America,United States 美國,Idaho,,Boise,貝士卜提 (Boise Port),"馮自由, 1939"
North America,United States 美國,Ohio,,Cleveland,企里?,"馮自由, 1939"
North America,United States 美國,Minnesota,,Minneapolis,棉答步路,"馮自由, 1939"
North America,United States 美國,Nevada,,Elko,我利古?,"馮自由, 1939"
North America,United States 美國,Montana,,Billings,比利,"馮自由, 1939"
North America,United States 美國,Montana,,Livingston,立必斯地?,"馮自由, 1939"
North America,United States 美國,Nevada,,"Jackson, Dakota",地高打掌愼,"馮自由, 1939"
North America,United States 美國,California,,Madera,次馬且罅?,"馮自由, 1939"
North America,United States 美國,North Carolina,,Raleigh,羅利,"馮自由, 1939"
North America,United States 美國,Georgia,,Macon,墨简,"馮自由, 1939"
North America,United States 美國,Texas,,Beaumont,佈满,"馮自由, 1939"
North America,United States 美國,New Mexico,,Lordsburg,羅珠卜,"馮自由, 1939"
North America,United States 美國,Arizona,,Benson,片順?,"馮自由, 1939"
North America,United States 美國,Arizona,,Tucson,挑新?,"馮自由, 1939"
North America,United States 美國,California,,Redlands,力運?,"馮自由, 1939"
North America,United States 美國,California,,Salinas,沙連那,"馮自由, 1939"
North America,United States 美國,California,,Menlo Park,尾利扮,"馮自由, 1939"
North America,Canada 加拿大,British Columbia,,New Westminster,英属二埠,"姚婷, 2011"
North America,Canada 加拿大,British Columbia,,Vancouver,温哥华,"姚婷, 2011"
North America,Canada 加拿大,Alberta,,Edmonton,的面顿,"姚婷, 2011"
North America,Canada 加拿大,Saskatchewan,,Saskatoon,沙市回寸,"姚婷, 2011"
North America,Canada 加拿大,Ontario,,Toronto,粗朗粗,"姚婷, 2011"
North America,Canada 加拿大,Manitoba,,Winnipeg,稳汝辟,"姚婷, 2011"
North America,United States 美國,California,,Los Angeles,罗省忌利埠,"姚婷, 2011"
North America,United States 美國,California,,Sacramento,金山二埠,"姚婷, 2011"
North America,United States 美國,California,,San Francisco,金山大埠,"姚婷, 2011"
North America,United States 美國,Colorado,,Trinidad,千里达,"姚婷, 2011"
North America,United States 美國,District of Columbia,,Washington,华慎顿,"姚婷, 2011"
North America,United States 美國,Louisiana,,New Orleans,纽多连,"姚婷, 2011"
North America,United States 美國,Maryland,,Baltimore,保利么,"姚婷, 2011"
North America,United States 美國,Massachusetts,,Boston,保市顿,"姚婷, 2011"
North America,United States 美國,Minnesota,,Minneapolis,缅汝答步埠,"姚婷, 2011"
North America,United States 美國,Ohio,,Cleveland,企李仑,"姚婷, 2011"
North America,United States 美國,Oregon,,Portland,砵仑埠,"姚婷, 2011"
North America,Canada 加拿大,British Columbia,卑四省,Alberni,亞路本拿,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Alert Bay,亞咧吡,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Agassiz,厄架四,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Abbotsford,鴨別佛,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Aberdeen,鴨布典,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Aldergrove,亞路咑故老委,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Alkali Lake,亞扣厘瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Annierville,欣汝和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Ashcroft,埃市卡蠟付,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Athrim,亞士林,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Barkerville,壁架和路 即加罅補,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Barniston Island,卑汝頓埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bear Lake,卑瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Beaver,卑吧,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Beaver Creek,卑吧隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bella Bella,卑厘卑厘,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Balla Lolla,卑厘巧厘,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Big Bar,迫霸,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Blaine Wash.,布粦,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bonaparte Valley,本体嘩利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Boundry Bay,本粗利比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Bronsville,布朗和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cache Creek,茄市隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Carthewville,卡非和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cassiar,茄市也,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Centreville,仙咑和和,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cedar,四咑,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cheam,詔,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cherry Creek,車厘隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chilcoten,車厘巧親,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chilliwack,車厘役,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Chemainus,占尾汝市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clover Point,巧老巴判,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cobble Hill,巧步路喜路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cisco,西巧,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clayton,企李悞,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Connally Lake,干汝利瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Columbia Lake,巧欖卑瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clinton,茄粦頓 即華人叫長善埠,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Clover Valley,巧老吧嘩利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Comox,冚目,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Corfield,卡夫路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Couthes,豁厘市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cresend Island,企李善埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cowichan,巧比陣,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Cranbrooke,古令卜,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Danman Island,丹文埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Dover Port,都巴判,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Delta,爹路地,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Departure Bay,地砵珠比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Dog Creek,鐸隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Douglas Lake,得忌利市瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Donald,黨羅,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Duncans,黨件,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Drynock,茲黎諾,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Elgin,亞路伴,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Enderby,顚打比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Empire Valley,俺怕黎嘩利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Esquimalt,士鬼麼,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fernie,付令尼,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Field,啡路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fairmont Spring,科綱土丙令,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort George,砵佐治,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort Simpson,科審臣,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fort Rupert,科蠟疋,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Fraser Lake,科李市瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Gabriola Island,鳩巴吝李埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Galiano Island,鳩吝那埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Georgetown,佐治創,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Glacier House,幾李沙好士,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Golden,高倫,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Goldstream,高路士祖廉,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Grand Forks,古蘭福,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Granite Creek,加蘭市隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Grant Prairie,加蘭怕碌,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Greenwood,古粦鬱,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Guan Brook,閏布黎,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hall Prairie,好路怕黎,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harrison River,下利善李,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harrison Hot Springs,下利善撻士丙令,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Harvey Creek,下委隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hatzic Prairie,乞惄怕黎,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hazelton,口路頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hope,火榻,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Hornby Island,漢比埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Illecilliwaet,埃路舍厘核,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Inverness,因云媽市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Irvings,亞永,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,James Island,針埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Johnson Landing,尊臣蘭定,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keefers,企花,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keithley Creek,企士利隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Keremeas,茄尾市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Kettle River,迄路李巴,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Kootenay,屈汝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Koksilah,郭厘市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Ladners Landing,蘭打市蘭定,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Laketon,瀝頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Langley,冷利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Langley Prairie,令利怕黎,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lansdowne,粦黨爾,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lake,瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lillooet,李利律,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lower Nicola,老丫惄忌利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lowe Inlet,老委顚列,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lulu Island,魯魯埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Lytton,列悟,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Macpherson,墨夫善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Maple Bay,尾步路比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Maple Ridge,尾步咧治,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Marny Mission,咩利尾善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Matsqui,乜市啓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Massett,乜市失,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Metchosin,乜超善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mayne Island,尾爾埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Metlakahtla,乜四咳罅,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,McDame Creek,墨店隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,McLeod's Lake,墨律瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Minnie Lake,米爾瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Moodyville,舞地和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mouth Quesnelle,茂士閒那,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mount Lehman,綱李問,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Moyie,舞曳,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Mud Bay,勿比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Naas,馬市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nanaimo,呢么,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nanoose Bay,呢那士比,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nelson,爾路善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,New Westminster,弩和市緬市咑,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,New Caledonia,弩茄李敦爾,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,N. W. Junction,長善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicola Valley,惄忌利嘩利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicola Lake,惄忌利瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,North Bend,那士扁 即諾丙埠,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,North Arm,那士菴 即那參,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Nicomen Island,惄巧文埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Natch Hill,叭珠喜路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,150 Mile House,一百五十米,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Okanagan Mission,屋件尾善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Osoyoos Lake,澳筲夭瀝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pavilion Mountain,譬和路善網頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Parksville,栢士和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pavilion,誓和路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Penticton,片戚頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Pender Island,片打埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Phoenix,芬匿士,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Plumper Pass,普攬怕市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Popcum,怕冚,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Essington,砵於善頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Hammond,砵坎文,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Haney,砵顯利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Kells,砵企路,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Port Moody,砵舞地,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Princeton,譬連市頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Prevost Island,普窩市埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quesnell Forks,福士閒那,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quadra,掛地,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quamichon,喬乜陣,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Quilchenna,喬路陣汝,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Revelstoke,李巴市篤,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Richmond,咧治問,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Riverside,李巴洗,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rock Creek,洛隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rockford,洛佛,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rogers Pass,洛蔗怕市,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Robson,蠟巴善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Rossland,羅士連,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sandon,聖頓,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sardis,沙地士,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Saunders Harbor,山咑士下巴,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Salmon River,沙面李巴,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Saanich,山汝治,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Salt Spring Island,所路市丙令埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Savanas,審市嘩利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sea Island,四埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Semilkameen,士墨架文,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Shuswap,所市滑,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Shapland,澀譬粦,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sicamous,昔儉麼士,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Sidney Island,雪汝埃崙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Skeena,市卷拿,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Skidegate,市結地桀,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Snowshoe Creek,士弩數隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Somenos,心文弩士,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spallumacheen,市卑路尾申,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spalsum,市卑森,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spences Bridge,市片士卑咧治,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Spuzzum,市疋砧,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stanley,市丹利,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Steveston,市地廠,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,St. Mary's Mission,媽利尾善,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stony Creek,市蠢汝隙,"[T.J.G.], 1913"
North America,Canada 加拿大,British Columbia,卑四省,Stump Lake,市胆瀝,"[T.J.G.], 1913"
